pedido_id,data_pedido,cliente_id,produto_id,quantidade,preco_unitario,valor_total,canal_venda,vendedor,estado_entrega
PV005988,2025-07-28,C0131,P002,48,8.32,399.36,E-commerce B2B,Carlos Silva,SC
PV006532,2025-07-29,C0062,P017,119,3.4,404.6,E-commerce B2B,Felipe Santos,AL
PV002108,2025-07-29,C0002,P016,59,6.73,397.07,Televendas,Daniela Rocha,RS
PV002555,2025-07-29,C0101,P011,153,16.99,2599.47,E-commerce B2B,Eduarda Melo,AM
PV005059,2025-07-29,C0162,P014,49,3.66,179.34,Key Account,Felipe Santos,DF
PV007033,2025-07-29,C0142,P014,178,3.86,687.08,Key Account,Bruno Lima,PA
PV004564,2025-07-29,C0072,P001,165,23.32,3847.8,Representante Comercial,Felipe Santos,BA
PV001683,2025-07-29,C0057,P017,69,3.35,231.15,E-commerce B2B,Ana Souza,GO
PV000982,2025-07-30,C0156,P003,31,8.3,257.3,Representante Comercial,Carlos Silva,RS
PV005322,2025-07-30,C0127,P007,120,7.3,876.0,Key Account,Ana Souza,PR
PV002784,2025-07-30,C0043,P012,147,14.34,2107.98,Televendas,Eduarda Melo,SC
PV005325,2025-07-30,C0119,P015,113,5.71,645.23,E-commerce B2B,Eduarda Melo,RS
PV002803,2025-07-30,C0163,P001,144,21.7,3124.8,E-commerce B2B,Carlos Silva,AM
PV003411,2025-07-30,C0017,P020,39,4.01,156.39,E-commerce B2B,Felipe Santos,RS
PV005224,2025-07-30,C0179,P014,10,3.85,38.5,Representante Comercial,Daniela Rocha,GO
PV005618,2025-07-31,C0067,P020,81,4.19,339.39,Representante Comercial,Eduarda Melo,AM
PV006748,2025-07-31,C0148,P018,158,3.04,480.32,Key Account,Carlos Silva,MT
PV001519,2025-07-31,C0173,P017,117,3.2,374.4,Televendas,Carlos Silva,BA
PV005006,2025-07-31,C0031,P017,170,3.4,578.0,Televendas,Daniela Rocha,BA
PV007173,2025-07-31,C0039,P014,18,3.62,65.16,E-commerce B2B,Ana Souza,PA
PV001228,2025-07-31,C0093,P003,88,7.64,672.32,Representante Comercial,Ana Souza,SP
PV006493,2025-07-31,C0013,P011,35,16.83,589.05,Representante Comercial,Carlos Silva,AL
PV001932,2025-07-31,C0170,P010,168,5.03,845.04,E-commerce B2B,Bruno Lima,CE
PV004850,2025-07-31,C0015,P014,86,3.64,313.04,Representante Comercial,Bruno Lima,PE
PV003610,2025-07-31,C0179,P013,81,5.15,417.15,Televendas,Daniela Rocha,GO
PV004458,2025-07-31,C0101,P012,139,14.0,1946.0,Representante Comercial,Bruno Lima,AM
PV001378,2025-08-01,C0068,P007,147,7.86,1155.42,Televendas,Ana Souza,CE
PV003601,2025-08-01,C0022,P011,80,16.86,1348.8,Key Account,Daniela Rocha,AL
PV002134,2025-08-01,C0108,P009,127,4.93,626.11,Televendas,Felipe Santos,SP
PV000947,2025-08-01,C0114,P007,149,7.74,1153.26,Televendas,Bruno Lima,BA
PV007123,2025-08-01,C0007,P011,133,17.79,2366.07,Representante Comercial,Bruno Lima,DF
PV000904,2025-08-01,C0097,P001,164,22.86,3749.04,E-commerce B2B,Daniela Rocha,SP
PV001634,2025-08-01,C0101,P015,56,5.36,300.16,E-commerce B2B,Felipe Santos,AM
PV006607,2025-08-01,C0088,P006,110,4.63,509.3,E-commerce B2B,Ana Souza,MG
PV003002,2025-08-01,C0086,P019,98,3.9,382.2,Televendas,Bruno Lima,AL
PV000492,2025-08-01,C0017,P001,59,22.32,1316.88,Key Account,Ana Souza,RS
PV000603,2025-08-01,C0088,P011,107,15.96,1707.72,Televendas,Ana Souza,MG
PV006745,2025-08-02,C0034,P009,25,5.07,126.75,Televendas,Ana Souza,RJ
PV007054,2025-08-02,C0062,P014,14,4.01,56.14,Representante Comercial,Eduarda Melo,AL
PV001703,2025-08-02,C0048,P015,124,5.46,677.04,Televendas,Bruno Lima,ES
PV005347,2025-08-02,C0170,P014,13,3.86,50.18,Televendas,Eduarda Melo,CE
PV006963,2025-08-02,C0140,P008,97,10.09,978.73,Televendas,Bruno Lima,GO
PV001318,2025-08-02,C0062,P005,57,4.3,245.1,Key Account,Ana Souza,AL
PV000664,2025-08-02,C0132,P020,87,4.25,369.75,E-commerce B2B,Carlos Silva,SC
PV002430,2025-08-02,C0011,P017,58,3.48,201.84,E-commerce B2B,Ana Souza,MG
PV001092,2025-08-02,C0048,P003,167,8.18,1366.06,Televendas,Eduarda Melo,ES
PV003219,2025-08-02,C0020,P018,53,2.97,157.41,Televendas,Ana Souza,SC
PV006620,2025-08-02,C0088,P011,174,17.81,3098.94,Key Account,Carlos Silva,MG
PV005207,2025-08-02,C0169,P014,134,3.58,479.72,Televendas,Carlos Silva,AL
PV003723,2025-08-02,C0134,P010,81,5.06,409.86,Representante Comercial,Ana Souza,MG
PV003957,2025-08-02,C0082,P005,29,4.18,121.22,Representante Comercial,Daniela Rocha,AM
PV004192,2025-08-02,C0099,P010,116,4.92,570.72,E-commerce B2B,Carlos Silva,SC
PV005479,2025-08-02,C0031,P014,116,3.94,457.04,Key Account,Felipe Santos,BA
PV003888,2025-08-03,C0160,P010,43,4.98,214.14,Representante Comercial,Carlos Silva,ES
PV006145,2025-08-03,C0057,P005,26,4.21,109.46,Representante Comercial,Ana Souza,GO
PV002652,2025-08-03,C0154,P020,161,3.91,629.51,E-commerce B2B,Eduarda Melo,DF
PV000741,2025-08-03,C0127,P010,154,5.31,817.74,Televendas,Bruno Lima,PR
PV003309,2025-08-03,C0133,P003,45,8.07,363.15,Representante Comercial,Carlos Silva,PA
PV001669,2025-08-03,C0039,P015,172,5.83,1002.76,Representante Comercial,Eduarda Melo,PA
PV000707,2025-08-03,C0065,P004,77,8.56,659.12,Televendas,Eduarda Melo,AL
PV005200,2025-08-03,C0111,P004,134,8.4,1125.6,E-commerce B2B,Daniela Rocha,AM
PV006520,2025-08-03,C0157,P014,43,3.97,170.71,Representante Comercial,Carlos Silva,CE
PV006373,2025-08-03,C0180,P003,83,7.6,630.8,Televendas,Daniela Rocha,PE
PV003952,2025-08-03,C0022,P015,108,5.78,624.24,Key Account,Eduarda Melo,AL
PV005828,2025-08-03,C0026,P005,125,4.26,532.5,Televendas,Eduarda Melo,MT
PV001326,2025-08-03,C0118,P013,56,4.65,260.4,Representante Comercial,Bruno Lima,MG
PV002945,2025-08-03,C0180,P019,161,3.73,600.53,Representante Comercial,Carlos Silva,PE
PV001110,2025-08-04,C0019,P020,29,4.15,120.35,E-commerce B2B,Ana Souza,BA
PV005063,2025-08-04,C0038,P014,160,3.64,582.4,Representante Comercial,Daniela Rocha,MT
PV006245,2025-08-04,C0004,P002,28,8.31,232.68,Key Account,Daniela Rocha,GO
PV003067,2025-08-04,C0099,P012,148,13.74,2033.52,Key Account,Felipe Santos,SC
PV001558,2025-08-04,C0002,P020,135,4.34,585.9,E-commerce B2B,Eduarda Melo,RS
PV005648,2025-08-04,C0080,P013,170,4.61,783.7,E-commerce B2B,Bruno Lima,GO
PV000045,2025-08-04,C0088,P010,169,5.44,919.36,Televendas,Ana Souza,MG
PV005993,2025-08-04,C0054,P002,101,8.37,845.37,Televendas,Ana Souza,DF
PV006492,2025-08-04,C0074,P014,85,3.96,336.6,Televendas,Bruno Lima,AM
PV001403,2025-08-04,C0115,P003,77,7.58,583.66,Representante Comercial,Felipe Santos,MG
PV005372,2025-08-04,C0069,P015,124,5.54,686.96,Key Account,Bruno Lima,MG
PV001971,2025-08-04,C0077,P017,112,3.22,360.64,Televendas,Carlos Silva,PE
PV000123,2025-08-04,C0065,P003,107,7.73,827.11,Representante Comercial,Felipe Santos,AL
PV002909,2025-08-04,C0034,P019,142,3.84,545.28,Representante Comercial,Felipe Santos,RJ
PV000191,2025-08-04,C0160,P016,116,6.62,767.92,Representante Comercial,Bruno Lima,ES
PV002908,2025-08-04,C0097,P004,135,8.23,1111.05,Representante Comercial,Felipe Santos,SP
PV004784,2025-08-04,C0161,P013,113,5.15,581.95,Televendas,Eduarda Melo,AL
PV004346,2025-08-04,C0150,P019,127,3.79,481.33,Representante Comercial,Daniela Rocha,CE
PV003930,2025-08-05,C0117,P007,47,7.21,338.87,Key Account,Carlos Silva,SP
PV003231,2025-08-05,C0062,P017,117,3.32,388.44,Representante Comercial,Bruno Lima,AL
PV001211,2025-08-05,C0145,P014,30,4.02,120.6,Key Account,Ana Souza,PA
PV001210,2025-08-05,C0022,P013,156,4.82,751.92,Representante Comercial,Bruno Lima,AL
PV006735,2025-08-05,C0168,P001,143,21.6,3088.8,Representante Comercial,Felipe Santos,PA
PV001172,2025-08-05,C0076,P005,84,4.01,336.84,E-commerce B2B,Felipe Santos,SC
PV003830,2025-08-05,C0011,P016,32,6.81,217.92,E-commerce B2B,Daniela Rocha,MG
PV003679,2025-08-05,C0019,P014,65,3.93,255.45,E-commerce B2B,Carlos Silva,BA
PV006311,2025-08-05,C0156,P018,124,2.82,349.68,Key Account,Felipe Santos,RS
PV003242,2025-08-05,C0106,P017,26,3.23,83.98,Key Account,Ana Souza,PA
PV007127,2025-08-05,C0040,P003,169,8.26,1395.94,E-commerce B2B,Ana Souza,MG
PV003025,2025-08-05,C0103,P013,31,4.83,149.73,Representante Comercial,Bruno Lima,PA
PV000155,2025-08-05,C0103,P016,40,6.9,276.0,E-commerce B2B,Daniela Rocha,PA
PV004658,2025-08-05,C0156,P014,15,3.96,59.4,E-commerce B2B,Carlos Silva,RS
PV002197,2025-08-06,C0040,P007,96,7.51,720.96,E-commerce B2B,Carlos Silva,MG
PV002965,2025-08-06,C0077,P014,90,3.6,324.0,Representante Comercial,Bruno Lima,PE
PV005822,2025-08-06,C0081,P001,91,23.11,2103.01,Key Account,Carlos Silva,SC
PV003132,2025-08-06,C0039,P003,91,8.04,731.64,Televendas,Daniela Rocha,PA
PV002735,2025-08-06,C0062,P019,94,3.9,366.6,Key Account,Ana Souza,AL
PV000074,2025-08-06,C0076,P004,27,8.43,227.61,Televendas,Ana Souza,SC
PV003166,2025-08-06,C0047,P012,176,14.71,2588.96,Representante Comercial,Bruno Lima,BA
PV005808,2025-08-06,C0156,P003,94,7.78,731.32,Televendas,Ana Souza,RS
PV001967,2025-08-06,C0149,P014,87,3.63,315.81,Key Account,Daniela Rocha,ES
PV000688,2025-08-06,C0131,P001,109,22.41,2442.69,Key Account,Bruno Lima,SC
PV004288,2025-08-06,C0067,P014,144,4.02,578.88,Representante Comercial,Daniela Rocha,AM
PV005252,2025-08-06,C0088,P006,5,4.41,22.05,Televendas,Felipe Santos,MG
PV006638,2025-08-06,C0146,P008,18,9.84,177.12,Televendas,Eduarda Melo,RJ
PV006028,2025-08-07,C0041,P014,24,3.87,92.88,Representante Comercial,Carlos Silva,AM
PV007110,2025-08-07,C0061,P014,68,3.63,246.84,Representante Comercial,Bruno Lima,MG
PV001853,2025-08-07,C0086,P010,47,5.27,247.69,Key Account,Carlos Silva,AL
PV002264,2025-08-07,C0062,P011,36,17.77,639.72,Representante Comercial,Ana Souza,AL
PV002467,2025-08-07,C0160,P001,171,22.39,3828.69,Televendas,Eduarda Melo,ES
PV004518,2025-08-07,C0007,P014,122,3.97,484.34,Televendas,Ana Souza,DF
PV000394,2025-08-07,C0157,P001,43,22.11,950.73,Key Account,Eduarda Melo,CE
PV002624,2025-08-07,C0082,P013,92,4.71,433.32,Representante Comercial,Felipe Santos,AM
PV002750,2025-08-07,C0007,P016,132,6.65,877.8,Televendas,Bruno Lima,DF
PV001278,2025-08-07,C0075,P009,140,4.88,683.2,Televendas,Daniela Rocha,MT
PV006716,2025-08-07,C0099,P014,114,4.03,459.42,Televendas,Daniela Rocha,SC
PV003580,2025-08-07,C0152,P014,94,3.71,348.74,E-commerce B2B,Ana Souza,MT
PV000916,2025-08-07,C0023,P015,134,5.27,706.18,Televendas,Carlos Silva,DF
PV005253,2025-08-07,C0096,P013,122,5.15,628.3,Televendas,Ana Souza,SP
PV002516,2025-08-08,C0171,P014,113,3.98,449.74,Representante Comercial,Felipe Santos,GO
PV003184,2025-08-08,C0011,P001,68,23.09,1570.12,Representante Comercial,Ana Souza,MG
PV002549,2025-08-08,C0007,P008,63,9.94,626.22,Key Account,Felipe Santos,DF
PV004896,2025-08-08,C0081,P019,58,4.05,234.9,Representante Comercial,Carlos Silva,SC
PV004825,2025-08-08,C0086,P014,32,3.87,123.84,Key Account,Carlos Silva,AL
PV006538,2025-08-08,C0046,P018,27,2.95,79.65,Representante Comercial,Ana Souza,AM
PV007084,2025-08-08,C0048,P017,97,3.29,319.13,E-commerce B2B,Daniela Rocha,ES
PV003470,2025-08-08,C0120,P007,38,7.49,284.62,E-commerce B2B,Felipe Santos,MT
PV006563,2025-08-08,C0088,P004,104,8.28,861.12,Key Account,Eduarda Melo,MG
PV007129,2025-08-08,C0011,P002,38,8.46,321.48,Televendas,Ana Souza,MG
PV000493,2025-08-08,C0100,P017,168,3.44,577.92,Televendas,Carlos Silva,SP
PV006673,2025-08-08,C0108,P019,68,4.05,275.4,Key Account,Daniela Rocha,SP
PV000255,2025-08-08,C0074,P014,171,3.62,619.02,E-commerce B2B,Eduarda Melo,AM
PV000302,2025-08-08,C0177,P002,85,8.87,753.95,Representante Comercial,Eduarda Melo,MG
PV000993,2025-08-08,C0082,P005,153,4.32,660.96,Representante Comercial,Carlos Silva,AM
PV000007,2025-08-09,C0163,P017,46,3.25,149.5,Representante Comercial,Ana Souza,AM
PV004792,2025-08-09,C0011,P016,167,7.16,1195.72,Televendas,Carlos Silva,MG
PV005631,2025-08-09,C0086,P020,110,4.22,464.2,E-commerce B2B,Bruno Lima,AL
PV006939,2025-08-09,C0098,P019,15,4.01,60.15,Televendas,Eduarda Melo,PA
PV001572,2025-08-09,C0154,P002,128,8.44,1080.32,Televendas,Eduarda Melo,DF
PV004372,2025-08-09,C0141,P011,6,16.63,99.78,Televendas,Felipe Santos,PE
PV002236,2025-08-09,C0148,P002,10,8.98,89.8,Televendas,Ana Souza,MT
PV006126,2025-08-09,C0166,P017,55,3.47,190.85,Key Account,Daniela Rocha,MG
PV003033,2025-08-09,C0026,P001,30,23.0,690.0,Key Account,Eduarda Melo,MT
PV001498,2025-08-09,C0165,P001,116,22.5,2610.0,Representante Comercial,Eduarda Melo,DF
PV004226,2025-08-09,C0174,P008,167,9.53,1591.51,Key Account,Felipe Santos,PA
PV003413,2025-08-10,C0056,P007,149,7.6,1132.4,Representante Comercial,Felipe Santos,MG
PV002962,2025-08-10,C0068,P014,60,3.88,232.8,Representante Comercial,Felipe Santos,CE
PV003698,2025-08-10,C0067,P007,131,7.94,1040.14,Key Account,Ana Souza,AM
PV003983,2025-08-10,C0124,P012,80,14.49,1159.2,Representante Comercial,Eduarda Melo,DF
PV002304,2025-08-10,C0094,P005,54,4.16,224.64,Representante Comercial,Ana Souza,RS
PV007102,2025-08-10,C0175,P009,168,4.94,829.92,Representante Comercial,Ana Souza,GO
PV005824,2025-08-10,C0134,P016,162,6.75,1093.5,Televendas,Felipe Santos,MG
PV001594,2025-08-10,C0095,P015,75,5.62,421.5,E-commerce B2B,Ana Souza,GO
PV002448,2025-08-10,C0050,P010,56,4.92,275.52,Televendas,Felipe Santos,SC
PV004794,2025-08-10,C0081,P007,116,7.94,921.04,Key Account,Carlos Silva,SC
PV003202,2025-08-11,C0110,P013,76,4.77,362.52,Televendas,Ana Souza,CE
PV001384,2025-08-11,C0024,P017,132,3.37,444.84,Representante Comercial,Daniela Rocha,MT
PV006429,2025-08-11,C0112,P007,78,7.31,570.18,E-commerce B2B,Daniela Rocha,PE
PV007050,2025-08-11,C0063,P003,10,7.53,75.3,Key Account,Carlos Silva,DF
PV003419,2025-08-11,C0136,P004,110,8.42,926.2,Key Account,Eduarda Melo,GO
PV000082,2025-08-11,C0059,P016,39,7.09,276.51,Representante Comercial,Felipe Santos,SP
PV002198,2025-08-11,C0095,P015,79,5.57,440.03,Representante Comercial,Ana Souza,GO
PV000550,2025-08-11,C0089,P007,129,7.89,1017.81,Representante Comercial,Ana Souza,PR
PV004592,2025-08-12,C0057,P008,61,10.44,636.84,Representante Comercial,Daniela Rocha,GO
PV004772,2025-08-12,C0101,P011,140,16.93,2370.2,E-commerce B2B,Carlos Silva,AM
PV004613,2025-08-12,C0138,P013,93,4.93,458.49,E-commerce B2B,Bruno Lima,PE
PV003693,2025-08-12,C0101,P002,95,9.18,872.1,Representante Comercial,Carlos Silva,AM
PV006916,2025-08-12,C0043,P018,26,2.92,75.92,E-commerce B2B,Bruno Lima,SC
PV004311,2025-08-12,C0056,P018,158,2.82,445.56,Televendas,Carlos Silva,MG
PV004297,2025-08-12,C0173,P003,8,8.1,64.8,Televendas,Bruno Lima,BA
PV001165,2025-08-12,C0020,P017,134,3.47,464.98,Key Account,Ana Souza,SC
PV004558,2025-08-12,C0172,P018,19,2.83,53.77,E-commerce B2B,Ana Souza,MG
PV002647,2025-08-13,C0132,P017,31,3.2,99.2,Representante Comercial,Bruno Lima,SC
PV004439,2025-08-13,C0031,P014,125,3.65,456.25,Representante Comercial,Felipe Santos,BA
PV004172,2025-08-13,C0150,P016,127,6.68,848.36,Key Account,Bruno Lima,CE
PV002373,2025-08-13,C0087,P009,68,4.88,331.84,Televendas,Felipe Santos,PA
PV001425,2025-08-13,C0052,P001,146,21.62,3156.52,E-commerce B2B,Eduarda Melo,BA
PV005649,2025-08-13,C0048,P003,65,7.91,514.15,Key Account,Carlos Silva,ES
PV005657,2025-08-13,C0016,P020,39,3.87,150.93,Representante Comercial,Daniela Rocha,PA
PV006534,2025-08-13,C0009,P011,108,17.54,1894.32,Representante Comercial,Carlos Silva,RJ
PV000349,2025-08-13,C0095,P014,69,3.99,275.31,Representante Comercial,Felipe Santos,GO
PV000158,2025-08-13,C0070,P015,45,5.38,242.1,E-commerce B2B,Eduarda Melo,BA
PV005412,2025-08-14,C0047,P020,113,3.94,445.22,Televendas,Eduarda Melo,BA
PV002995,2025-08-14,C0046,P008,70,10.03,702.1,Key Account,Felipe Santos,AM
PV004021,2025-08-14,C0167,P018,101,3.01,304.01,Televendas,Bruno Lima,CE
PV005401,2025-08-14,C0109,P020,150,4.1,615.0,Key Account,Ana Souza,MT
PV002914,2025-08-14,C0070,P018,178,3.03,539.34,E-commerce B2B,Bruno Lima,BA
PV002194,2025-08-14,C0124,P004,159,8.01,1273.59,Key Account,Felipe Santos,DF
PV005139,2025-08-14,C0164,P017,148,3.13,463.24,E-commerce B2B,Daniela Rocha,ES
PV004257,2025-08-14,C0177,P007,105,7.94,833.7,Representante Comercial,Eduarda Melo,MG
PV006041,2025-08-15,C0108,P008,163,9.73,1585.99,Televendas,Carlos Silva,SP
PV006357,2025-08-15,C0062,P004,78,8.76,683.28,Key Account,Bruno Lima,AL
PV003821,2025-08-15,C0061,P019,76,3.7,281.2,E-commerce B2B,Bruno Lima,MG
PV006087,2025-08-15,C0143,P015,43,5.8,249.4,E-commerce B2B,Felipe Santos,AL
PV004092,2025-08-15,C0116,P010,105,5.02,527.1,Representante Comercial,Carlos Silva,GO
PV000991,2025-08-15,C0088,P014,119,3.6,428.4,E-commerce B2B,Carlos Silva,MG
PV000456,2025-08-15,C0115,P006,52,4.22,219.44,Televendas,Eduarda Melo,MG
PV005276,2025-08-15,C0013,P019,115,3.82,439.3,E-commerce B2B,Bruno Lima,AL
PV004646,2025-08-16,C0062,P016,29,6.83,198.07,Televendas,Daniela Rocha,AL
PV004416,2025-08-16,C0010,P004,117,8.79,1028.43,Representante Comercial,Felipe Santos,MT
PV003023,2025-08-16,C0086,P003,15,7.78,116.7,Televendas,Daniela Rocha,AL
PV005877,2025-08-16,C0088,P017,163,3.1,505.3,Representante Comercial,Eduarda Melo,MG
PV005436,2025-08-16,C0129,P016,24,6.67,160.08,Representante Comercial,Carlos Silva,MT
PV002277,2025-08-16,C0047,P010,77,5.13,395.01,E-commerce B2B,Ana Souza,BA
PV006072,2025-08-16,C0141,P002,155,8.76,1357.8,Televendas,Bruno Lima,PE
PV000537,2025-08-16,C0153,P011,103,16.51,1700.53,E-commerce B2B,Felipe Santos,AM
PV000165,2025-08-16,C0086,P015,90,5.41,486.9,Key Account,Carlos Silva,AL
PV006760,2025-08-16,C0067,P011,27,17.3,467.1,Televendas,Ana Souza,AM
PV002593,2025-08-16,C0070,P016,102,6.76,689.52,Televendas,Eduarda Melo,BA
PV004444,2025-08-17,C0057,P001,25,22.78,569.5,Key Account,Daniela Rocha,GO
PV007057,2025-08-17,C0133,P010,52,5.04,262.08,Representante Comercial,Carlos Silva,PA
PV000471,2025-08-17,C0163,P014,165,4.0,660.0,Televendas,Ana Souza,AM
PV000088,2025-08-17,C0105,P005,63,4.41,277.83,E-commerce B2B,Bruno Lima,AM
PV002112,2025-08-17,C0110,P019,12,4.11,49.32,Representante Comercial,Daniela Rocha,CE
PV003387,2025-08-17,C0142,P005,120,4.31,517.2,Representante Comercial,Ana Souza,PA
PV000516,2025-08-17,C0118,P001,102,21.24,2166.48,E-commerce B2B,Daniela Rocha,MG
PV005268,2025-08-17,C0137,P015,80,5.54,443.2,Televendas,Bruno Lima,MT
PV001676,2025-08-17,C0163,P017,12,3.36,40.32,Representante Comercial,Eduarda Melo,AM
PV004022,2025-08-17,C0022,P004,83,8.23,683.09,Televendas,Felipe Santos,AL
PV000035,2025-08-17,C0057,P016,24,6.57,157.68,Televendas,Daniela Rocha,GO
PV004443,2025-08-18,C0161,P011,10,17.87,178.7,Televendas,Ana Souza,AL
PV001720,2025-08-18,C0056,P017,62,3.11,192.82,Televendas,Daniela Rocha,MG
PV000183,2025-08-18,C0041,P006,64,4.28,273.92,Televendas,Felipe Santos,AM
PV002043,2025-08-18,C0062,P002,171,8.72,1491.12,Televendas,Bruno Lima,AL
PV002773,2025-08-18,C0004,P006,54,4.54,245.16,Key Account,Ana Souza,GO
PV000893,2025-08-18,C0148,P008,95,10.3,978.5,E-commerce B2B,Carlos Silva,MT
PV006516,2025-08-18,C0179,P003,128,7.82,1000.96,Representante Comercial,Carlos Silva,GO
PV002563,2025-08-18,C0022,P010,87,5.44,473.28,Televendas,Felipe Santos,AL
PV002536,2025-08-18,C0030,P014,169,3.83,647.27,Televendas,Eduarda Melo,SP
PV002327,2025-08-18,C0030,P004,51,8.19,417.69,E-commerce B2B,Ana Souza,SP
PV000936,2025-08-18,C0131,P017,145,3.2,464.0,Televendas,Bruno Lima,SC
PV000977,2025-08-19,C0153,P017,93,3.15,292.95,Key Account,Carlos Silva,AM
PV003956,2025-08-19,C0130,P010,138,5.49,757.62,Televendas,Eduarda Melo,PA
PV004457,2025-08-19,C0007,P016,138,7.17,989.46,Televendas,Daniela Rocha,DF
PV005537,2025-08-19,C0046,P015,58,5.88,341.04,Televendas,Eduarda Melo,AM
PV001340,2025-08-19,C0148,P013,59,5.03,296.77,Key Account,Felipe Santos,MT
PV006776,2025-08-19,C0149,P016,72,6.91,497.52,Televendas,Bruno Lima,ES
PV005987,2025-08-19,C0096,P006,140,4.25,595.0,Key Account,Daniela Rocha,SP
PV002606,2025-08-19,C0122,P006,122,4.48,546.56,Key Account,Carlos Silva,BA
PV004359,2025-08-20,C0091,P005,17,3.97,67.49,Key Account,Eduarda Melo,MT
PV004719,2025-08-20,C0179,P002,35,9.13,319.55,Representante Comercial,Carlos Silva,GO
PV004605,2025-08-20,C0036,P014,50,4.01,200.5,E-commerce B2B,Eduarda Melo,AM
PV001948,2025-08-20,C0013,P018,16,2.83,45.28,Key Account,Ana Souza,AL
PV003950,2025-08-21,C0083,P011,116,16.72,1939.52,Televendas,Felipe Santos,MG
PV006144,2025-08-21,C0070,P008,139,9.65,1341.35,E-commerce B2B,Felipe Santos,BA
PV002686,2025-08-21,C0012,P017,44,3.15,138.6,Representante Comercial,Ana Souza,RJ
PV002612,2025-08-21,C0157,P003,62,8.35,517.7,Televendas,Bruno Lima,CE
PV005518,2025-08-21,C0094,P016,127,7.14,906.78,Key Account,Bruno Lima,RS
PV001533,2025-08-21,C0117,P001,168,22.41,3764.88,Televendas,Carlos Silva,SP
PV004691,2025-08-21,C0021,P004,11,8.63,94.93,Key Account,Felipe Santos,AM
PV002089,2025-08-22,C0088,P014,116,3.96,459.36,Key Account,Ana Souza,MG
PV001535,2025-08-22,C0088,P010,166,5.23,868.18,Representante Comercial,Daniela Rocha,MG
PV001955,2025-08-22,C0094,P019,46,4.03,185.38,Televendas,Eduarda Melo,RS
PV000539,2025-08-22,C0046,P015,32,5.78,184.96,E-commerce B2B,Ana Souza,AM
PV003745,2025-08-22,C0053,P017,99,3.45,341.55,Televendas,Bruno Lima,PR
PV000605,2025-08-22,C0033,P014,38,3.65,138.7,E-commerce B2B,Bruno Lima,CE
PV004779,2025-08-22,C0082,P003,5,8.36,41.8,Key Account,Carlos Silva,AM
PV003008,2025-08-22,C0057,P002,34,8.65,294.1,E-commerce B2B,Ana Souza,GO
PV005673,2025-08-22,C0151,P019,33,3.92,129.36,Representante Comercial,Eduarda Melo,CE
PV004707,2025-08-23,C0099,P018,97,2.96,287.12,E-commerce B2B,Eduarda Melo,SC
PV007133,2025-08-23,C0079,P013,153,5.11,781.83,Representante Comercial,Carlos Silva,RJ
PV000720,2025-08-23,C0017,P011,108,17.26,1864.08,E-commerce B2B,Ana Souza,RS
PV003432,2025-08-23,C0081,P020,79,4.34,342.86,Key Account,Eduarda Melo,SC
PV000622,2025-08-23,C0056,P009,153,4.99,763.47,Televendas,Daniela Rocha,MG
PV004246,2025-08-23,C0032,P002,101,9.26,935.26,E-commerce B2B,Bruno Lima,MT
PV004647,2025-08-23,C0142,P008,165,10.07,1661.55,Key Account,Carlos Silva,PA
PV003418,2025-08-24,C0070,P020,39,3.87,150.93,Televendas,Eduarda Melo,BA
PV006566,2025-08-24,C0022,P008,122,9.34,1139.48,Televendas,Eduarda Melo,AL
PV003543,2025-08-24,C0155,P017,158,3.41,538.78,E-commerce B2B,Ana Souza,ES
PV004509,2025-08-24,C0167,P014,158,3.65,576.7,Televendas,Daniela Rocha,CE
PV000816,2025-08-24,C0030,P011,55,17.58,966.9,Representante Comercial,Carlos Silva,SP
PV000036,2025-08-24,C0057,P001,18,22.09,397.62,Representante Comercial,Eduarda Melo,GO
PV004307,2025-08-24,C0106,P017,153,3.37,515.61,Representante Comercial,Eduarda Melo,PA
PV005838,2025-08-24,C0129,P003,107,7.7,823.9,Televendas,Daniela Rocha,MT
PV001224,2025-08-24,C0032,P002,172,9.1,1565.2,E-commerce B2B,Bruno Lima,MT
PV002242,2025-08-24,C0066,P014,84,4.02,337.68,Representante Comercial,Felipe Santos,DF
PV003349,2025-08-24,C0011,P014,127,4.0,508.0,Representante Comercial,Ana Souza,MG
PV006058,2025-08-24,C0051,P001,159,22.44,3567.96,E-commerce B2B,Daniela Rocha,SC
PV001161,2025-08-24,C0043,P009,174,4.53,788.22,Representante Comercial,Ana Souza,SC
PV000656,2025-08-25,C0027,P017,43,3.34,143.62,Representante Comercial,Felipe Santos,DF
PV006056,2025-08-25,C0157,P013,45,4.84,217.8,Televendas,Daniela Rocha,CE
PV003635,2025-08-25,C0048,P014,49,3.77,184.73,E-commerce B2B,Eduarda Melo,ES
PV002726,2025-08-25,C0167,P006,57,4.65,265.05,Representante Comercial,Felipe Santos,CE
PV002183,2025-08-25,C0110,P013,45,5.18,233.1,Televendas,Felipe Santos,CE
PV005784,2025-08-25,C0088,P014,62,3.85,238.7,Representante Comercial,Daniela Rocha,MG
PV004935,2025-08-25,C0061,P004,16,7.84,125.44,E-commerce B2B,Bruno Lima,MG
PV006415,2025-08-25,C0088,P005,138,4.17,575.46,Key Account,Felipe Santos,MG
PV004607,2025-08-26,C0157,P019,67,3.86,258.62,Key Account,Carlos Silva,CE
PV004762,2025-08-26,C0040,P017,123,3.36,413.28,Televendas,Carlos Silva,MG
